image,label,base_prediction,causal_prediction,control_predictions,causal_cell,control_cells,base_true_probability,causal_true_probability,control_true_probability_mean,display_control_true_probability,causal_probability_drop,control_probability_drop,display_control_probability_drop,paired_drop_advantage,causal_entropy_change,control_entropy_change,causal_feature_cosine,control_feature_cosine,base_correct,causal_flipped_from_base,control_flip_rate
../Emotional_colorTransfer/implementation/Emotion6/anger/292.jpg,anger,anger,anger,anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger,7,12;13;14;6;15;0;11;8;10;1;4;3;9;2;5,0.47506028413772583,0.43419525027275085,0.5167207876841228,0.4737860858440399,0.040865033864974976,-0.04166050354639694,0.001274198293685913,0.08252553741137192,0.025479555130004883,-0.06778419017791748,0.9974069595336914,0.9825230240821838,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/anger/170.jpg,anger,fear,fear,fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear,10,6;13;3;5;12;0;9;15;11;14;2;7;8;4;1,0.24636472761631012,0.1946556568145752,0.2503937224547068,0.24811911582946777,0.051709070801734924,-0.004028994838396693,-0.0017543882131576538,0.05573806564013162,0.05845189094543457,-0.004613637924194336,0.9881898760795593,0.9969547986984253,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/disgust/244.jpg,disgust,disgust,surprise,disgust;disgust;disgust;disgust;disgust;disgust;surprise;surprise;disgust;disgust;disgust;disgust;disgust;surprise;surprise,2,1;0;6;5;8;15;3;4;10;14;9;11;12;13;7,0.3974601626396179,0.3791486918926239,0.4258072833220164,0.41903528571128845,0.01831147074699402,-0.028347120682398474,-0.021575123071670532,0.04665859142939249,0.006729602813720703,-0.011855125427246094,0.9989995956420898,0.9629401564598083,1,1,0.26666666666666666
../Emotional_colorTransfer/implementation/Emotion6/fear/279.jpg,fear,disgust,disgust,disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;surprise;disgust;disgust;disgust;disgust;disgust;disgust,7,8;6;4;11;0;3;12;1;10;9;13;2;5;15;14,0.08648765832185745,0.08613654226064682,0.08614532401164372,0.08652222901582718,0.0003511160612106323,0.0003423343102137294,-3.457069396972656e-05,8.781750996902926e-06,0.003847956657409668,0.017366647720336914,0.9995785355567932,0.9955676794052124,0,0,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/anger/190.jpg,anger,fear,fear,anger;fear;fear;fear;fear;fear;fear;anger;anger;fear;fear;fear;fear;fear;fear,6,1;5;0;7;14;15;9;3;2;4;10;11;8;12;13,0.4393371045589447,0.12992317974567413,0.43528199195861816,0.6761374473571777,0.30941392481327057,0.004055112600326538,-0.23680034279823303,0.30535881221294403,-0.3374432921409607,-0.019320964813232422,0.8874311447143555,0.9749324917793274,0,0,0.2
../Emotional_colorTransfer/implementation/Emotion6/joy/316.jpg,joy,sadness,sadness,sadness;joy;joy;joy;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,12,2;10;5;9;1;0;4;15;6;3;11;14;8;7;13,0.4107234477996826,0.27154505252838135,0.4366764763991038,0.4162907302379608,0.13917839527130127,-0.02595302859942117,-0.005567282438278198,0.16513142387072244,-0.08847153186798096,-0.013525843620300293,0.9902356863021851,0.990181565284729,0,0,0.2
../Emotional_colorTransfer/implementation/Emotion6/fear/89.jpg,fear,joy,joy,joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;surprise;joy;joy,2,14;12;9;4;7;15;11;3;13;10;1;0;5;6;8,0.03592308238148689,0.03392095863819122,0.04035900669793288,0.044843051582574844,0.0020021237432956696,-0.004435924316445988,-0.008919969201087952,0.006438048059741658,0.04183626174926758,0.0855705738067627,0.9912594556808472,0.988763689994812,0,0,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/sadness/210.jpg,sadness,anger,anger,anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger,13,10;12;11;6;0;4;7;3;15;14;1;8;2;5;9,0.41471847891807556,0.41290149092674255,0.4148709257443746,0.4150620102882385,0.0018169879913330078,-0.00015244682629905748,-0.00034353137016296387,0.0019694348176320653,-0.001076817512512207,9.763240814208984e-05,0.9999974370002747,0.9999987483024597,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/joy/17.jpg,joy,surprise,surprise,surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;disgust;surprise;surprise;surprise;surprise;surprise;surprise,0,5;6;1;7;14;4;12;15;9;3;11;2;8;10;13,0.1799534261226654,0.16275429725646973,0.19693957567214965,0.2121906876564026,0.01719912886619568,-0.016986149549484242,-0.03223726153373718,0.03418527841567992,-0.03270387649536133,0.004784941673278809,0.999333918094635,0.996089518070221,0,0,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/fear/175.jpg,fear,fear,disgust,disgust;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear,8,5;10;15;13;0;12;1;6;7;4;9;2;14;11;3,0.4592728614807129,0.3594803810119629,0.4466754078865051,0.38156840205192566,0.09979248046875,0.012597453594207775,0.07770445942878723,0.08719502687454223,0.06280124187469482,0.02845442295074463,0.9914757609367371,0.9936720132827759,1,1,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/sadness/226.jpg,sadness,surprise,surprise,surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise,10,7;13;3;2;12;6;8;4;14;15;0;9;5;11;1,0.11940423399209976,0.09594178944826126,0.12573021153608957,0.12446791678667068,0.0234624445438385,-0.006325977543989808,-0.005063682794570923,0.02978842208782831,0.016381025314331055,0.02526557445526123,0.9886998534202576,0.9945367574691772,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/disgust/196.jpg,disgust,disgust,disgust,disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust,9,15;6;1;4;14;5;3;10;11;13;12;8;2;7;0,0.9050391912460327,0.8708130121231079,0.9129202683766683,0.92041015625,0.034226179122924805,-0.007881077130635572,-0.015370965003967285,0.04210725625356038,0.1120900809764862,-0.031176239252090454,0.9873152375221252,0.9952116012573242,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/fear/112.jpg,fear,fear,joy,fear;joy;joy;fear;fear;fear;joy;joy;anger;fear;joy;anger;fear;fear;joy,10,1;13;11;4;8;12;14;6;2;3;5;15;0;7;9,0.2868577241897583,0.18529072403907776,0.2801297177871068,0.40937483310699463,0.10156700015068054,0.006728006402651476,-0.12251710891723633,0.09483899374802907,0.058341145515441895,-0.0274275541305542,0.9750751256942749,0.9839670062065125,1,1,0.5333333333333333
../Emotional_colorTransfer/implementation/Emotion6/sadness/308.jpg,sadness,anger,fear,anger;anger;anger;anger;anger;anger;anger;anger;sadness;anger;anger;anger;anger;anger;anger,5,0;3;8;7;13;15;4;2;9;6;10;11;14;12;1,0.22410281002521515,0.262064129114151,0.2388705054918925,0.24385972321033478,-0.03796131908893585,-0.01476769546667736,-0.01975691318511963,-0.02319362362225849,0.4037497043609619,0.058707356452941895,0.8947745561599731,0.9839487075805664,0,1,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/surprise/35.jpg,surprise,surprise,surprise,surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise,2,6;10;7;5;14;15;9;4;12;8;11;1;13;3;0,0.4406958222389221,0.43562954664230347,0.4294374326864878,0.4035341143608093,0.005066275596618652,0.0112583895524343,0.03716170787811279,-0.006192113955815648,0.029990196228027344,0.001931309700012207,0.9970546364784241,0.9988049864768982,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/joy/186.jpg,joy,anger,anger,anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger,6,12;8;11;5;3;0;13;9;4;7;2;15;14;1;10,0.12018795311450958,0.026476185768842697,0.1245347132285436,0.12092593312263489,0.09371176734566689,-0.004346760114034023,-0.0007379800081253052,0.09805852745970091,-0.6741249561309814,-0.058103084564208984,0.9643774032592773,0.9899932146072388,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/surprise/217.jpg,surprise,surprise,disgust,surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise,9,4;13;14;15;12;5;7;10;11;1;8;3;2;0;6,0.6897783875465393,0.12261465191841125,0.6365820050239563,0.687942385673523,0.567163735628128,0.05319638252258296,0.0018360018730163574,0.5139673531055451,0.03765511512756348,0.07707226276397705,0.9225836396217346,0.9862592220306396,1,1,0.0
../Emotional_colorTransfer/implementation/Emotion6/surprise/34.jpg,surprise,fear,fear,fear;fear;surprise;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear,10,13;4;5;11;0;7;8;2;12;9;6;1;3;15;14,0.1805138736963272,0.12680993974208832,0.18520833055178323,0.1761336326599121,0.05370393395423889,-0.004694456855456025,0.0043802410364151,0.05839839080969492,-0.08560371398925781,-0.0017396211624145508,0.9589482545852661,0.9787628054618835,0,0,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/anger/55.jpg,anger,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;anger;sadness;sadness;sadness;sadness;anger;sadness;sadness,9,7;3;8;4;0;5;10;15;2;12;11;6;1;13;14,0.3849792778491974,0.13640666007995605,0.35106999675432843,0.34414544701576233,0.24857261776924133,0.03390928109486896,0.04083383083343506,0.21466333667437237,-0.28694379329681396,-0.047554969787597656,0.9579020738601685,0.9811987280845642,0,0,0.13333333333333333
../Emotional_colorTransfer/implementation/Emotion6/anger/130.jpg,anger,fear,fear,fear;fear;joy;anger;fear;fear;fear;anger;fear;fear;anger;fear;fear;fear;fear,10,12;1;6;2;8;15;7;5;11;3;4;9;14;0;13,0.14870001375675201,0.12174388021230698,0.1922789255777995,0.14887863397598267,0.026956133544445038,-0.04357891182104748,-0.00017862021923065186,0.07053504536549252,-0.06579041481018066,0.012453556060791016,0.982399582862854,0.9922493100166321,0,0,0.26666666666666666
../Emotional_colorTransfer/implementation/Emotion6/sadness/18.jpg,sadness,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,6,2;10;12;4;5;3;15;14;9;11;7;1;8;0;13,0.7343660593032837,0.524431049823761,0.7170493125915527,0.7981025576591492,0.2099350094795227,0.017316746711731,-0.06373649835586548,0.1926182627677917,0.38796287775039673,0.0229494571685791,0.9783837795257568,0.9920323491096497,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/sadness/108.jpg,sadness,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,6,10;2;0;4;8;15;1;9;7;5;12;14;11;13;3,0.9217889904975891,0.9212658405303955,0.9218130668004354,0.9221094846725464,0.0005231499671936035,-2.407630284628759e-05,-0.0003204941749572754,0.0005472262700398911,0.0020024776458740234,-0.00010877847671508789,0.9999990463256836,0.9999996423721313,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/disgust/159.jpg,disgust,disgust,disgust,disgust;disgust;disgust;disgust;disgust;disgust;joy;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust,7,12;4;3;2;8;9;6;1;15;13;10;11;14;5;0,0.4477411210536957,0.4136338233947754,0.45439990758895876,0.43879398703575134,0.03410729765892029,-0.006658786535263084,0.008947134017944336,0.04076608419418337,0.01675724983215332,-0.0194094181060791,0.9910088777542114,0.9933866858482361,1,0,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/disgust/198.jpg,disgust,disgust,disgust,disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust,13,15;3;9;14;5;12;8;1;11;4;2;0;6;10;7,0.9662052989006042,0.9513756036758423,0.9662629683812459,0.9560681581497192,0.014829695224761963,-5.766948064167554e-05,0.01013714075088501,0.014887364705403638,0.06888940930366516,-0.00038617849349975586,0.9893127679824829,0.994297444820404,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/surprise/61.jpg,surprise,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,3,1;15;11;5;12;14;7;2;10;8;13;0;6;9;4,0.1216428205370903,0.12556369602680206,0.1349696377913157,0.2092021256685257,-0.0039208754897117615,-0.01332681725422541,-0.0875593051314354,0.009405941764513648,0.03166341781616211,0.019564270973205566,0.9960141777992249,0.9956219792366028,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/anger/112.jpg,anger,anger,anger,anger;anger;surprise;surprise;anger;anger;anger;anger;anger;anger;surprise;anger;anger;anger;anger,7,1;3;11;9;10;4;14;13;12;6;8;15;5;2;0,0.41308271884918213,0.3830714821815491,0.4059025327364604,0.4027174711227417,0.030011236667633057,0.007180186112721754,0.01036524772644043,0.022831050554911303,0.025209426879882812,-0.01769852638244629,0.9990549087524414,0.9960616230964661,1,0,0.2
../Emotional_colorTransfer/implementation/Emotion6/fear/269.jpg,fear,fear,anger,fear;fear;anger;fear;fear;anger;fear;anger;fear;fear;anger;fear;anger;anger;fear,4,3;5;9;0;11;1;12;6;13;14;10;2;7;8;15,0.4494031071662903,0.4008726477622986,0.44418290853500364,0.46286797523498535,0.0485304594039917,0.005220198631286643,-0.013464868068695068,0.043310260772705056,-0.013084650039672852,0.0031986236572265625,0.9932327270507812,0.9926356077194214,1,1,0.4
../Emotional_colorTransfer/implementation/Emotion6/anger/201.jpg,anger,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,4,9;10;11;15;3;6;1;0;13;8;2;5;14;7;12,0.009778456762433052,0.017844928428530693,0.020765320180604854,0.04467121139168739,-0.008066471666097641,-0.010986863418171802,-0.03489275462925434,0.0029203917520741612,0.10928773880004883,0.17482876777648926,0.9734085202217102,0.9813245534896851,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/sadness/167.jpg,sadness,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,1,3;4;11;15;7;10;9;14;12;0;5;6;2;13;8,0.41367799043655396,0.41287195682525635,0.41373375058174133,0.414628803730011,0.0008060336112976074,-5.576014518737793e-05,-0.0009508132934570312,0.0008617937564849854,0.0004304647445678711,-0.00021398067474365234,0.9999985098838806,0.9999983310699463,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/joy/329.jpg,joy,anger,anger,anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger,5,6;7;2;13;15;4;1;12;14;3;0;8;11;10;9,0.13069622218608856,0.1297149956226349,0.13540198653936386,0.09382843971252441,0.0009812265634536743,-0.004705764353275299,0.03686778247356415,0.005686990916728973,-0.012833118438720703,-0.05143845081329346,0.9866316914558411,0.9917621612548828,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/sadness/105.jpg,sadness,fear,fear,fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;fear;sadness;fear;fear;fear,10,0;7;15;11;2;9;14;1;4;5;13;6;8;3;12,0.3115762174129486,0.24655452370643616,0.32623886664708457,0.3115762174129486,0.06502169370651245,-0.01466264923413596,0.0,0.07968434294064841,-0.0025131702423095703,-0.00083160400390625,0.9704847931861877,0.997873067855835,0,0,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/fear/137.jpg,fear,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,6,7;15;4;3;10;13;2;14;12;5;11;0;8;1;9,0.03785640746355057,0.032033953815698624,0.03994616555670897,0.030269337818026543,0.005822453647851944,-0.0020897580931584017,0.007587069645524025,0.007912211741010346,-0.030222296714782715,-0.009668111801147461,0.9951643943786621,0.9968464374542236,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/joy/288.jpg,joy,surprise,surprise,surprise;joy;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise;surprise,10,6;4;3;1;8;5;12;14;2;15;9;11;0;13;7,0.349660187959671,0.28930187225341797,0.36777644356091815,0.4513172507286072,0.06035831570625305,-0.018116255601247133,-0.10165706276893616,0.07847457130750018,0.09216171503067017,0.003755033016204834,0.9831317663192749,0.9917771220207214,0,0,0.06666666666666667
../Emotional_colorTransfer/implementation/Emotion6/joy/285.jpg,joy,joy,anger,sadness;joy;sadness;sadness;sadness;joy;sadness;joy;joy;joy;joy;joy;joy;joy;sadness,5,6;3;10;11;8;14;7;0;12;15;2;13;1;9;4,0.5495266318321228,0.05591358244419098,0.458233842253685,0.10052920877933502,0.4936130493879318,0.09129278957843778,0.4489974230527878,0.40232025980949404,0.14249277114868164,0.04524028301239014,0.8866458535194397,0.9863292574882507,1,1,0.4
../Emotional_colorTransfer/implementation/Emotion6/disgust/122.jpg,disgust,anger,anger,anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger,9,11;15;8;3;6;7;2;13;5;10;12;0;4;14;1,0.3406422436237335,0.30703917145729065,0.3273243467013041,0.3406422436237335,0.03360307216644287,0.013317896922429406,0.0,0.020285175244013465,0.1440809965133667,0.010555386543273926,0.969568133354187,0.9967941641807556,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/surprise/81.jpg,surprise,anger,anger,anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger,5,6;0;14;7;1;11;15;3;10;8;13;2;12;4;9,0.11771678179502487,0.043952688574790955,0.11806146254142126,0.09404074400663376,0.07376409322023392,-0.0003446807463963891,0.023676037788391113,0.0741087739666303,-0.2083134651184082,-0.10596442222595215,0.8627416491508484,0.9694651961326599,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/fear/48.jpg,fear,sadness,sadness,sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness;sadness,14,13;4;7;0;1;9;11;5;10;3;15;2;6;8;12,0.28145140409469604,0.2810570299625397,0.28200523058573407,0.2832580804824829,0.00039437413215637207,-0.0005538264910380231,-0.0018066763877868652,0.0009482006231943951,-0.0015262365341186523,0.00044214725494384766,0.9999975562095642,0.9999959468841553,0,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/joy/14.jpg,joy,fear,disgust,fear;fear;disgust;disgust;joy;fear;fear;disgust;disgust;disgust;sadness;fear;sadness;disgust;disgust,6,7;0;14;15;8;3;11;12;9;4;2;13;1;5;10,0.09086331725120544,0.03523421660065651,0.12028061896562577,0.14194843173027039,0.055629100650548935,-0.02941730171442032,-0.05108511447906494,0.08504640236496926,-0.1827298402786255,-0.007242560386657715,0.9382108449935913,0.9623633623123169,0,1,0.6666666666666666
../Emotional_colorTransfer/implementation/Emotion6/disgust/62.jpg,disgust,disgust,disgust,disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust;disgust,9,12;5;0;11;2;10;13;7;4;3;14;15;1;8;6,0.9429468512535095,0.9000656008720398,0.9418485919634502,0.9462845325469971,0.04288125038146973,0.0010982592900593557,-0.003337681293487549,0.04178299109141037,0.1701383888721466,0.0013387501239776611,0.9606763124465942,0.9947159886360168,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/anger/211.jpg,anger,anger,anger,anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger;anger,6,12;10;0;7;1;9;13;11;8;5;14;3;4;2;15,0.6479934453964233,0.6447660326957703,0.6486237843831381,0.6479934453964233,0.003227412700653076,-0.000630338986714718,0.0,0.003857751687367794,0.004998505115509033,-0.0009196996688842773,0.999984860420227,0.999998152256012,1,0,0.0
../Emotional_colorTransfer/implementation/Emotion6/joy/215.jpg,joy,joy,joy,joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;joy;joy,6,1;4;8;10;15;12;9;5;7;11;13;0;3;2;14,0.6909729838371277,0.581527829170227,0.6777934312820435,0.740943431854248,0.10944515466690063,0.013179552555084184,-0.04997044801712036,0.09626560211181645,0.2154998779296875,0.03139948844909668,0.9877731204032898,0.9936100244522095,1,0,0.0
